gene-symbol,gene-name,genetic-category,gene-score,number-of-reports,UMLS_IDs,uniprot_id,protein_gene_name,protein_name,organism,protein_function,protein_UMLS_IDs,pathway_id,pathway_name,match_basis,matched_umls
BSN,bassoon presynaptic cytomatrix protein,"Rare Single Gene Mutation, Genetic Association, Functional",3.0,12,"C1412829,C1452990",Q9Y6V0,PCLO ACZ KIAA0559,Protein piccolo (Aczonin),Homo sapiens (Human),"FUNCTION: Scaffold protein of the presynaptic cytomatrix at the active zone (CAZ) which is the place in the synapse where neurotransmitter is released (By similarity). After synthesis, participates in the formation of Golgi-derived membranous organelles termed Piccolo-Bassoon transport vesicles (PTVs) that are transported along axons to sites of nascent synaptic contacts (By similarity). At the presynaptic active zone, regulates the spatial organization of synaptic vesicle cluster, the protein complexes that execute membrane fusion and compensatory endocytosis (By similarity). Organizes as well the readily releasable pool of synaptic vesicles and safeguards a fraction of them to be not immediately available for action potential-induced release (By similarity). Also functions in processes other than assembly such as the regulation of specific presynaptic protein ubiquitination by interacting with SIAH1 or the regulation of presynaptic autophagy (By similarity). Also mediates synapse to nucleus communication leading to reconfiguration of gene expression by associating with the transcriptional corepressor CTBP1 and by subsequently reducing the size of its pool available for nuclear import (By similarity). {ECO:0000250|UniProtKB:Q9JKS6}.",C1452990,hsa04136,Autophagy,NAME,
BST1,bone marrow stromal cell antigen 1,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,6,"C1412830,C0005953",Q10588,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 (EC 3.2.2.6) (ADP-ribosyl cyclase 2) (Bone marrow stromal cell antigen 1) (BST-1) (Cyclic ADP-ribose hydrolase 2) (cADPR hydrolase 2) (CD antigen CD157),Homo sapiens (Human),"FUNCTION: Catalyzes both the synthesis of cyclic ADP-beta-D-ribose (cADPR) from NAD(+), and its hydrolysis to ADP-D-ribose (ADPR) (PubMed:7805847). Cyclic ADPR is known to serve as an endogenous second messenger that elicits calcium release from intracellular stores, and thus regulates the mobilization of intracellular calcium (Probable). May be involved in pre-B-cell growth (Probable). {ECO:0000269|PubMed:7805847, ECO:0000305|PubMed:11866528, ECO:0000305|PubMed:7805847, ECO:0000305|PubMed:8202488}.",C5418240,,,,
BTAF1,"RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)",Rare Single Gene Mutation,2.0,9,"C1332452,C0035679",O14981,BTAF1 TAF172,TATA-binding protein-associated factor 172 (EC 3.6.4.-) (ATP-dependent helicase BTAF1) (B-TFIID transcription factor-associated 170 kDa subunit) (TAF(II)170) (TBP-associated factor 172) (TAF-172),Homo sapiens (Human),FUNCTION: Regulates transcription in association with TATA binding protein (TBP). Removes TBP from the TATA box in an ATP-dependent manner.,C0671988,hsa03020,RNA polymerase,NAME,
BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase,Rare Single Gene Mutation,2.0,4,"C1412851,C1412851",Q9Y297,BTRC BTRCP FBW1A FBXW1A,F-box/WD repeat-containing protein 1A (E3RSIkappaB) (Epididymis tissue protein Li 2a) (F-box and WD repeats protein beta-TrCP) (pIkappaBalpha-E3 receptor subunit),Homo sapiens (Human),"FUNCTION: Substrate recognition component of a SCF (SKP1-CUL1-F-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins (PubMed:10066435, PubMed:10497169, PubMed:10644755, PubMed:10835356, PubMed:11158290, PubMed:11238952, PubMed:11359933, PubMed:11994270, PubMed:12791267, PubMed:12902344, PubMed:14603323, PubMed:14681206, PubMed:14988407, PubMed:15448698, PubMed:15917222, PubMed:16371461, PubMed:22017875, PubMed:22017876, PubMed:22017877, PubMed:22087322, PubMed:25503564, PubMed:25704143, PubMed:36608670, PubMed:9859996, PubMed:9990852). Recognizes and binds to phosphorylated target proteins (PubMed:10066435, PubMed:10497169, PubMed:10644755, PubMed:10835356, PubMed:11158290, PubMed:11238952, PubMed:11359933, PubMed:11994270, PubMed:12791267, PubMed:12902344, PubMed:14603323, PubMed:14681206, PubMed:14988407, PubMed:15448698, PubMed:15917222, PubMed:16371461, PubMed:22017875, PubMed:22017876, PubMed:22017877, PubMed:22087322, PubMed:25503564, PubMed:25704143, PubMed:36608670, PubMed:9859996, PubMed:9990852). SCF(BTRC) mediates the ubiquitination of CTNNB1 and participates in Wnt signaling (PubMed:12077367, PubMed:12820959). SCF(BTRC) mediates the ubiquitination of phosphorylated NFKB1, ATF4, CDC25A, DLG1, FBXO5, PER1, SMAD3, SMAD4, SNAI1 and probably NFKB2 (PubMed:10835356, PubMed:11238952, PubMed:14603323, PubMed:14681206). SCF(BTRC) mediates the ubiquitination of NFKBIA, NFKBIB and NFKBIE; the degradation frees the associated NFKB1 to translocate into the nucleus and to activate transcription (PubMed:10066435, PubMed:10497169, PubMed:10644755, PubMed:9859996). Ubiquitination of NFKBIA occurs at 'Lys-21' and 'Lys-22' (PubMed:10066435). The SCF(FBXW11) complex also regulates NF-kappa-B by mediating ubiquitination of phosphorylated NFKB1: specifically ubiquitinates the p105 form of NFKB1, leading to its degradation (PubMed:10835356, PubMed:11158290, PubMed:14673179). SCF(BTRC) mediates the ubiquitination of CEP68; this is required for centriole separation during mitosis (PubMed:25503564, PubMed:25704143). SCF(BTRC) mediates the ubiquitination and subsequent degradation of nuclear NFE2L1 (By similarity). Has an essential role in the control of the clock-dependent transcription via degradation of phosphorylated PER1 and PER2 (PubMed:15917222). May be involved in ubiquitination and subsequent proteasomal degradation through a DBB1-CUL4 E3 ubiquitin-protein ligase. Required for activation of NFKB-mediated transcription by IL1B, MAP3K14, MAP3K1, IKBKB and TNF. Required for proteolytic processing of GLI3 (PubMed:16371461). Mediates ubiquitination of REST, thereby leading to its proteasomal degradation (PubMed:18354482, PubMed:21258371). SCF(BTRC) mediates the ubiquitination and subsequent proteasomal degradation of KLF4; thereby negatively regulating cell pluripotency maintenance and embryogenesis (By similarity). SCF(BTRC) acts as a regulator of mTORC1 signaling pathway by catalyzing ubiquitination and subsequent proteasomal degradation of phosphorylated DEPTOR, TFE3 and MITF (PubMed:22017875, PubMed:22017876, PubMed:22017877, PubMed:33110214, PubMed:36608670). SCF(BTRC) directs 'Lys-48'-linked ubiquitination of UBR2 in the T-cell receptor signaling pathway (PubMed:38225265). {ECO:0000250|UniProtKB:Q3ULA2, ECO:0000269|PubMed:10066435, ECO:0000269|PubMed:10497169, ECO:0000269|PubMed:10644755, ECO:0000269|PubMed:10835356, ECO:0000269|PubMed:11158290, ECO:0000269|PubMed:11238952, ECO:0000269|PubMed:11359933, ECO:0000269|PubMed:11994270, ECO:0000269|PubMed:12077367, ECO:0000269|PubMed:12791267, ECO:0000269|PubMed:12820959, ECO:0000269|PubMed:12902344, ECO:0000269|PubMed:14603323, ECO:0000269|PubMed:14673179, ECO:0000269|PubMed:14681206, ECO:0000269|PubMed:14988407, ECO:0000269|PubMed:15448698, ECO:0000269|PubMed:15917222, ECO:0000269|PubMed:16371461, ECO:0000269|PubMed:18354482, ECO:0000269|PubMed:21258371, ECO:0000269|PubMed:22017875, ECO:0000269|PubMed:22017876, ECO:0000269|PubMed:22017877, ECO:0000269|PubMed:22087322, ECO:0000269|PubMed:25503564, ECO:0000269|PubMed:25704143, ECO:0000269|PubMed:33110214, ECO:0000269|PubMed:38225265, ECO:0000269|PubMed:9859996, ECO:0000269|PubMed:9990852}.",C3272740,hsa04660,T cell receptor signaling pathway,NAME,
C12orf57,Chromosome 12 open reading frame 57,"Rare Single Gene Mutation, Syndromic",,17,"C1824378,C1412925",Q99622,C12orf57 C10,Protein C10,Homo sapiens (Human),"FUNCTION: In brain, may be required for corpus callosum development. {ECO:0000269|PubMed:23453666}.",C5780774,,,,
C15orf62,chromosome 15 open reading frame 62,Rare Single Gene Mutation,2.0,3,"C2681292,C1424548",A8K5M9,C15orf62,"Uncharacterized protein C15orf62, mitochondrial",Homo sapiens (Human),,,,,,
C4B,complement component 4B,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,6,"C1413000,C0009518",P0C0L5,C4B CO4 CPAMD3; C4B_2,Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; Complement C4b-B; C4d-B; Complement C4 gamma chain],Homo sapiens (Human),"FUNCTION: Precursor of non-enzymatic components of the classical, lectin and GZMK complement pathways, which consist in a cascade of proteins that leads to phagocytosis and breakdown of pathogens and signaling that strengthens the adaptive immune system. {ECO:0000269|PubMed:2395880, ECO:0000269|PubMed:8538770}.; FUNCTION: [Complement C4b-B]: Non-enzymatic component of C3 and C5 convertases (By similarity). Generated following cleavage by complement proteases (C1S, MASP2 or GZMK, depending on the complement pathway), it covalently attaches to the surface of pathogens, where it acts as an opsonin that marks the surface of antigens for removal (By similarity). It then recruits the serine protease complement C2b to form the C3 and C5 convertases, which cleave and activate C3 and C5, respectively, the next components of the complement pathways (PubMed:8538770). Complement C4b-B isotype catalyzes the transacylation of the thioester carbonyl group to form ester bonds with carbohydrate antigens, while C4b-A isotype is responsible for effective binding to form amide bonds with immune aggregates or protein antigens (PubMed:8538770). {ECO:0000250|UniProtKB:P0C0L4, ECO:0000269|PubMed:8538770}.; FUNCTION: [C4a anaphylatoxin]: Putative humoral mediator released following cleavage by complement proteases (C1S, MASP2 or GZMK, depending on the complement pathway). While it is strongly similar to anaphylatoxins, its role is unclear. Was reported to act as a mediator of local inflammatory process; however these effects were probably due to contamination with C3a and/C5a anaphylatoxins in biological assays. {ECO:0000250|UniProtKB:P0C0L4}.",C4283922,,,,
CA6,carbonic anhydrase VI,Rare Single Gene Mutation,2.0,7,"C1413049,C1311420",P23280,CA6,Carbonic anhydrase 6 (EC 4.2.1.1) (Carbonate dehydratase VI) (Carbonic anhydrase VI) (CA-VI) (Salivary carbonic anhydrase) (Secreted carbonic anhydrase),Homo sapiens (Human),FUNCTION: Reversible hydration of carbon dioxide. Its role in saliva is unknown.,C4034554,,,,
CACNA1A,"Calcium channel, voltage-dependent, P/Q type, alpha 1A subunit","Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,50,"C1456413,C0006685",O00555,CACNA1A CACH4 CACN3 CACNL1A4,"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)",Homo sapiens (Human),"FUNCTION: Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. The isoform alpha-1A gives rise to P and/or Q-type calcium currents. P/Q-type calcium channels belong to the 'high-voltage activated' (HVA) group and are specifically blocked by the spider omega-agatoxin-IVA (AC P54282) (By similarity). They are however insensitive to dihydropyridines (DHP). {ECO:0000250|UniProtKB:P54282, ECO:0000269|PubMed:10049321, ECO:0000269|PubMed:10753886, ECO:0000269|PubMed:11723274, ECO:0000269|PubMed:15293273, ECO:0000269|PubMed:19232643, ECO:0000269|PubMed:24836863, ECO:0000269|PubMed:26716990}.",C1144186,,,,
ASB9,ankyrin repeat and SOCS box containing 9,Genetic Association,3.0,1,"C1424805,C0162527",Q96DX5,ASB9,Ankyrin repeat and SOCS box protein 9 (ASB-9),Homo sapiens (Human),"FUNCTION: Substrate-recognition component of a cullin-5-RING E3 ubiquitin-protein ligase complex (ECS complex, also named CRL5 complex), which mediates the ubiquitination and subsequent proteasomal degradation of target proteins (PubMed:25654263, PubMed:33268465). The ECS(ASB9) complex catalyzes ubiquitination of creatine kinases CKB and CKMT1A (PubMed:20302626, PubMed:22418839, PubMed:25654263, PubMed:33268465). {ECO:0000269|PubMed:20302626, ECO:0000269|PubMed:22418839, ECO:0000269|PubMed:25654263, ECO:0000269|PubMed:33268465}.; FUNCTION: [Isoform 2]: Does not interact with the Elongin BC complex, likely to be a negative regulator of isoform 1. {ECO:0000269|PubMed:20302626}.",C1424805,,,,
AVPR1B,arginine vasopressin receptor 1B,"Genetic Association, Functional",2.0,9,"C1332123,C1332123",P47901,AVPR1B AVPR3 VPR3,Vasopressin V1b receptor (V1bR) (AVPR V1b) (AVPR V3) (Antidiuretic hormone receptor 1b) (Vasopressin V3 receptor),Homo sapiens (Human),"FUNCTION: Receptor for arginine vasopressin. The activity of this receptor is mediated by G proteins which activate a phosphatidyl-inositol-calcium second messenger system.; FUNCTION: (Microbial infection) During SARS coronavirus-2/SARS-CoV-2 infection, may recognize and internalize the complex formed by AVP/Arg-vasopressin, SARS-CoV-2 spike protein and secreted ACE2 through DNM2/dynamin 2-dependent endocytosis. {ECO:0000269|PubMed:33713620}.",C0284726,hsa04144,Endocytosis,NAME,
BICDL1,BICD family like cargo adaptor 1,Genetic Association,2.0,2,"C1824588,C5137592",Q6ZP65,BICDL1 BICDR1 CCDC64,BICD family-like cargo adapter 1 (Bicaudal D-related protein 1) (BICD-related protein 1) (BICDR-1) (Coiled-coil domain-containing protein 64A) (CCDC64A),Homo sapiens (Human),"FUNCTION: Acts as an adapter protein linking the dynein motor complex to various cargos and converts dynein from a non-processive to a highly processive motor in the presence of dynactin. Facilitates the interaction between dynein and dynactin and activates dynein processivity (the ability to move along a microtubule for a long distance without falling off the track). Predominantly recruits 2 dyneins, which increases both the force and speed of the microtubule motor. Component of secretory vesicle machinery in developing neurons that acts as a regulator of neurite outgrowth. Regulates the secretory vesicle transport by controlling the accumulation of Rab6-containing secretory vesicles in the pericentrosomal region restricting anterograde secretory transport during the early phase of neuronal differentiation, thereby inhibiting neuritogenesis. {ECO:0000250|UniProtKB:A0JNT9}.",C1824588,,,,
CACNA1B,calcium voltage-gated channel subunit alpha1 B,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,14,"C1413056,C1413061",Q00975,CACNA1B CACH5 CACNL1A5,"Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)",Homo sapiens (Human),"FUNCTION: Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. This alpha-1B subunit gives rise to N-type calcium currents. N-type calcium channels belong to the 'high-voltage activated' (HVA) group. They are involved in pain signaling (PubMed:25296916). Calcium channels containing alpha-1B subunit may play a role in directed migration of immature neurons. Mediates Ca(2+) release probability at hippocampal neuronal soma and synaptic terminals (By similarity). {ECO:0000250|UniProtKB:Q02294, ECO:0000269|PubMed:25296916}.; FUNCTION: [Isoform Alpha-1B-1]: Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. This alpha-1B subunit gives rise to N-type calcium currents. {ECO:0000269|PubMed:1321501}.",C1413056,,,,
